,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
5115,1460.0,50.0,RL,56.060876756360315,13785.270431830151,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-115.80466816441003,TA,TA,PConc,TA,TA,No,Unf,780.462010424841,Unf,-64.86256275074624,467.0,1135.1660403853791,GasA,Ex,Y,SBrkr,1266.5824718684119,1056.7557703100108,0.0,1461.4555263282666,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,258.01097318974405,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,244265.1524594674
5116,1460.0,50.0,RL,49.82369512563281,15215.400857096509,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-28.384796953944118,TA,TA,PConc,TA,TA,No,Unf,-298.10946647850415,Unf,17.130488329602883,467.0,334.73348912776817,GasA,Ex,Y,SBrkr,1866.012320136364,479.40166218940294,0.0,2164.149185512454,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,479.6210573648197,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,229608.60336515412
5117,1460.0,50.0,RL,53.476196415565866,4762.818705069526,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,290.61784892631397,TA,TA,PConc,TA,TA,No,Unf,120.41533661372353,Unf,-92.63470507474167,467.0,1298.889623688174,GasA,Ex,Y,SBrkr,742.3983861038325,698.9488793491025,0.0,1303.0730481687358,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,584.6754940639173,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,235223.13801549966
5118,1460.0,50.0,RL,60.746127842337486,14184.888311790706,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,105.79501063208937,TA,TA,PConc,TA,TA,No,Unf,860.3300140073059,Unf,1.274308491913601,467.0,775.8770247361012,GasA,Ex,Y,SBrkr,810.9701054887555,-558.6208245500457,0.0,1105.7774707327299,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,753.0601022802532,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,193882.3680089461
5119,1460.0,50.0,RL,77.77797098273878,14282.87826913614,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,24.293625883200534,TA,TA,PConc,TA,TA,No,Unf,-0.12147387743027593,Unf,-1.835256724656901,467.0,273.15147899323085,GasA,Ex,Y,SBrkr,1181.1897772437314,756.3437501514436,0.0,1349.003337050228,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,461.372259800735,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,223049.53194878396
5120,1460.0,50.0,RL,93.52320791079147,19393.966930215378,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,349.95667159287495,TA,TA,PConc,TA,TA,No,Unf,-130.29832065297057,Unf,-206.0494831012868,467.0,1005.9943263695839,GasA,Ex,Y,SBrkr,551.6395405635046,157.49181880801822,0.0,2043.4839335653005,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,350.7732764905197,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,220655.9350587759
5121,1460.0,50.0,RL,110.08110847859547,24501.71269017874,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-0.5574714315352338,TA,TA,PConc,TA,TA,No,Unf,243.21653705288458,Unf,130.70014990470267,467.0,1179.748207737427,GasA,Ex,Y,SBrkr,1100.6952931978033,774.5669270799591,0.0,2651.0530561951937,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,793.3030753261445,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,303369.94010862155
5122,1460.0,50.0,RL,70.93685451824265,4294.334272824194,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,60.31072880300041,TA,TA,PConc,TA,TA,No,Unf,-13.80851788194559,Unf,242.5424575315591,467.0,1104.9079186108006,GasA,Ex,Y,SBrkr,1557.1230112152123,332.8116823889173,0.0,1101.9033691747647,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,314.1002572798342,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,225498.11573742135
5123,1460.0,50.0,RL,88.80160611614751,12626.651642438495,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,9,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,218.49775102787038,TA,TA,PConc,TA,TA,No,Unf,312.01158463571,Unf,21.566033634176097,467.0,1304.6149552252846,GasA,Ex,Y,SBrkr,954.5100299339279,229.04842215437776,0.0,1908.9407601921203,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,377.55349675921,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,267651.02888860053
5124,1460.0,50.0,RL,62.61135337836736,17695.91553713597,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-93.62706891748627,TA,TA,PConc,TA,TA,No,Unf,1005.3847382960698,Unf,7.950764463261827,467.0,751.7531402152308,GasA,Ex,Y,SBrkr,997.787017514489,150.8826927996501,0.0,1076.3514992749556,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,616.62729113869,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,176316.5322648944
5125,1460.0,50.0,RL,43.85895638341843,600.0906164403477,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,308.63213985413336,TA,TA,PConc,TA,TA,No,Unf,198.03816860934288,Unf,184.81489616466942,467.0,538.4361189466811,GasA,Ex,Y,SBrkr,1179.2236600411159,-121.74529687511716,0.0,2125.2323925697856,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,333.8683859865622,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,250311.54677340508
5126,1460.0,50.0,RL,78.46707637777118,417.92601000038303,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,245.42913684453796,TA,TA,PConc,TA,TA,No,Unf,347.4611225334845,Unf,-15.096495337790863,467.0,1039.9817005527227,GasA,Ex,Y,SBrkr,1424.391563202457,40.08023717402051,0.0,1476.0800667253482,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,470.67426618628855,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,222777.66681945728
5127,1460.0,50.0,RL,89.2631173252731,19952.492260135703,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-369.99950611220015,TA,TA,PConc,TA,TA,No,Unf,832.2257069748221,Unf,262.59345379529,467.0,657.9447924629951,GasA,Ex,Y,SBrkr,697.1674422525275,145.823746448914,0.0,1584.7568367650665,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,777.6079382538124,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,231668.02731785105
5128,1460.0,50.0,RL,25.886306838145394,21163.945619880313,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,141.9214464546911,TA,TA,PConc,TA,TA,No,Unf,341.3930221197601,Unf,4.631991496037017,467.0,10.862381095157843,GasA,Ex,Y,SBrkr,1254.4299431743584,671.4928720885862,0.0,1201.248790671642,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,591.2607226693686,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,228630.88670373234
5129,1460.0,50.0,RL,76.59013388802208,15964.324385024198,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-20.20060049896854,TA,TA,PConc,TA,TA,No,Unf,910.4849387199301,Unf,120.92233053837666,467.0,1085.9824820513973,GasA,Ex,Y,SBrkr,1000.529942556422,903.4499883466995,0.0,1457.9614599803342,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,900.7721500843618,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,232402.44821853944
5130,1460.0,50.0,RL,85.14770383326899,7829.673154540305,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,246.51861554248296,TA,TA,PConc,TA,TA,No,Unf,80.84212920730403,Unf,-5.518754679654343,467.0,1379.6886112265943,GasA,Ex,Y,SBrkr,1398.9405631824136,823.6709584652817,0.0,1188.4736777473324,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,551.4608560978476,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,193290.2824181109
5131,1460.0,50.0,RL,73.63954951761006,16086.934684213586,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-103.36084401492576,TA,TA,PConc,TA,TA,No,Unf,74.92632488725144,Unf,-67.439379471025,467.0,537.0279656331829,GasA,Ex,Y,SBrkr,1109.9956401720483,274.0275657052537,0.0,1983.6054708584115,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,595.1586177882031,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,230863.63833200806
5132,1460.0,50.0,RL,74.79201585781203,1550.2760881130362,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-147.67269241826523,TA,TA,PConc,TA,TA,No,Unf,414.91748250139216,Unf,39.597484920704005,467.0,1685.9763410574342,GasA,Ex,Y,SBrkr,768.2924705081142,42.71071607491666,0.0,2256.5830581334476,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,416.9281981819959,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,287610.5490551091
5133,1460.0,50.0,RL,63.602916284873665,-709.6546531862205,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-90.1471433046396,TA,TA,PConc,TA,TA,No,Unf,89.971249885406,Unf,214.6847769957508,467.0,1018.4621526391473,GasA,Ex,Y,SBrkr,727.9333884103671,793.0456581233091,0.0,1453.1152990177404,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,674.8364145581313,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,187821.77820443953
5134,1460.0,50.0,RL,93.2769257710197,-900.1450099988942,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,177.34032211247347,TA,TA,PConc,TA,TA,No,Unf,691.8691550701548,Unf,349.17504729971915,467.0,893.8715778481608,GasA,Ex,Y,SBrkr,904.2239577104813,704.4561912576974,0.0,746.8602151941438,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,660.4948644411954,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,218442.62821584547
5135,1460.0,50.0,RL,98.869385654823,6764.23839593472,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-61.57351712511095,TA,TA,PConc,TA,TA,No,Unf,811.3907422732461,Unf,-69.6310714234717,467.0,975.2975853253323,GasA,Ex,Y,SBrkr,726.303832481593,-46.5266839778983,0.0,516.5402783180732,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,470.83933975933775,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,218723.52937097347
5136,1460.0,50.0,RL,71.18181122856261,1094.8320756679204,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,63.40424695891271,TA,TA,PConc,TA,TA,No,Unf,494.65293019300316,Unf,120.32975783631855,467.0,1321.8328869028364,GasA,Ex,Y,SBrkr,1213.8950669761696,239.24293779982654,0.0,557.8328986594769,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,392.71435507227557,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,195916.25167889748
5137,1460.0,50.0,RL,89.22826192434665,-2660.1359194184297,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-38.28390504092155,TA,TA,PConc,TA,TA,No,Unf,117.71101728049501,Unf,344.6955405143722,467.0,1292.4650316409375,GasA,Ex,Y,SBrkr,882.1716744757903,248.49922557030038,0.0,1170.2198377016698,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,254.89855883354184,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,221148.91365960002
5138,1460.0,50.0,RL,69.89408042792483,13587.109198436052,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,195.566086494357,TA,TA,PConc,TA,TA,No,Unf,420.56210963039433,Unf,251.00537900675707,467.0,1485.1625749571783,GasA,Ex,Y,SBrkr,1082.655605527639,-415.18232841301733,0.0,2195.892711253545,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,568.226906090348,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,275143.5386985501
5139,1460.0,50.0,RL,43.06281610784313,1843.7559041141267,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-88.74441288171496,TA,TA,PConc,TA,TA,No,Unf,663.043998943894,Unf,191.73868676481402,467.0,404.5850980943003,GasA,Ex,Y,SBrkr,489.6530319414918,741.3916763372745,0.0,1531.1807829023985,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,536.8788693310895,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,233647.59924294817
5140,1460.0,50.0,RL,81.07369342991882,-5838.506670989655,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-11.528246830741296,TA,TA,PConc,TA,TA,No,Unf,335.41838259993574,Unf,64.7116468620162,467.0,1074.6683066377657,GasA,Ex,Y,SBrkr,540.6819738593367,-226.43841750773618,0.0,2155.822356006976,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,206.9060025162728,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,278987.99992656894
5141,1460.0,50.0,RL,50.90478436547878,16001.646490594,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,9,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-6.966329819190605,TA,TA,PConc,TA,TA,No,Unf,-496.5968872479633,Unf,-55.45682266418512,467.0,902.7502015689931,GasA,Ex,Y,SBrkr,1575.3174996051466,366.9754088756345,0.0,1887.500261408219,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,403.35547651783105,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,271222.2959686814
5142,1460.0,50.0,RL,81.78497573425632,9565.203265177177,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-143.72403483603821,TA,TA,PConc,TA,TA,No,Unf,-11.986415757424254,Unf,-134.26598231771374,467.0,950.4377000025011,GasA,Ex,Y,SBrkr,900.0711396384329,590.4993743976897,0.0,1567.9635529859747,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,503.3762564485813,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,247547.3271108991
5143,1460.0,50.0,RL,70.3861945262772,27588.104879969284,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,143.45162829148637,TA,TA,PConc,TA,TA,No,Unf,-73.74169814225911,Unf,142.0355494843574,467.0,1383.967642247639,GasA,Ex,Y,SBrkr,1098.4543560485477,231.35865468109498,0.0,500.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,936.2699160160769,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,175556.24683507477
5144,1460.0,50.0,RL,36.74244099416981,14219.65031847725,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-58.542733953151526,TA,TA,PConc,TA,TA,No,Unf,72.88964817475187,Unf,169.05400425705443,467.0,380.3932431947127,GasA,Ex,Y,SBrkr,1670.283714209815,103.244916276308,0.0,1801.379245872875,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,564.2492533177931,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,235805.4127318419
5145,1460.0,50.0,RL,51.9511327850578,6930.70566302251,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,110.21246167911637,TA,TA,PConc,TA,TA,No,Unf,1278.1220505377007,Unf,42.48961739637946,467.0,1126.796930110951,GasA,Ex,Y,SBrkr,510.4073371020668,641.6788415654028,0.0,1675.2065693680674,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,549.5518302206825,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,272421.66366660944
5146,1460.0,50.0,RL,71.00210958832086,7142.889070203728,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-95.85355893185152,TA,TA,PConc,TA,TA,No,Unf,566.7830248398769,Unf,91.46951667075865,467.0,1487.3516685638856,GasA,Ex,Y,SBrkr,1117.4465872550445,-263.4263697698965,0.0,1722.0045402676253,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,142.9615761591915,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,218219.17206419364
5147,1460.0,50.0,RL,118.53890945623314,13367.037014351425,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,9,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,52.988710182268875,TA,TA,PConc,TA,TA,No,Unf,483.81375975895406,Unf,149.37602803457096,467.0,938.4844489233117,GasA,Ex,Y,SBrkr,953.1757450020368,-240.96698020013343,0.0,2035.585544352561,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,145.79262170805225,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,290342.0688317589
5148,1460.0,50.0,RL,91.35067189405315,11225.682581063438,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-47.66287455817272,TA,TA,PConc,TA,TA,No,Unf,242.8551698474477,Unf,460.79528042187536,467.0,1767.3018933208318,GasA,Ex,Y,SBrkr,422.8627768019662,284.62074535355674,0.0,1708.9421124490173,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,404.89840507897645,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,266649.7275850826
5149,1460.0,50.0,RL,85.69790050964359,14641.335325934775,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,121.43605205262165,TA,TA,PConc,TA,TA,No,Unf,674.5362769577232,Unf,159.47557605257174,467.0,1488.1428819471785,GasA,Ex,Y,SBrkr,1302.062287749318,34.637448780812406,0.0,2513.5938938031973,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,355.25768074877834,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,299059.1610336742
